t,r,u,x1,x2
3.55,60,100,40.9942675282317,63.5880999137907
3.60000000000001,60,100,41.0513502921845,63.9052421600361
3.65000000000001,60,100,41.1089822515319,64.2216720100118
3.7,60,100,41.1671586535989,64.5373928235588
3.75,60,100,41.2258747937904,64.8524079282157
3.8,60,100,41.2851260149438,65.1667206197222
3.85000000000001,60,100,41.3449077066953,65.4803341625115
3.90000000000001,60,100,41.4052153048559,65.7932517901923
3.95,60,100,41.4660442907999,66.1054767060202
4,60,100,41.5273901908646,66.4170120833594
4.05,60,100,41.5892485757601,66.7278610661346
4.10000000000001,60,100,41.6516150599898,67.0380267692729
4.15000000000001,60,100,41.714485301282,67.3475122791374
4.2,60,100,41.77785500003,67.6563206539511
4.25,60,100,41.8417198987435,67.9644549242123
4.3,60,100,41.9060757815088,68.2719180931014
4.35000000000001,60,100,41.9709184734578,68.5787131368795
4.40000000000001,60,100,42.0362438402476,68.884843005279
4.45,60,99.6318831065361,42.1020430000892,69.1880902373955
4.5,60,99.076606949857,42.1683047367197,69.4873336229458
4.55,60,98.5212357498167,42.2350179527665,69.7825826357382
4.60000000000001,60,97.9659723337233,42.3021716700523,70.0738478878092
4.65000000000001,60,97.4110090458417,42.3697550297824,70.3611410654709
4.7,60,96.8565282140661,42.4377572926234,70.6444748682894
4.75,60,96.3027025974359,42.5061678386813,70.9238629508709
4.8,60,95.7496958152151,42.5749761673853,71.1993198673368
4.85000000000001,60,95.1976627582287,42.6441718972854,71.470861018374
4.90000000000001,60,94.6467499831263,42.7137447657685,71.7385026007507
4.95,60,94.0970960902253,42.7836846287006,72.0022615591931
5,60,93.5488320855595,42.8539814599999,72.2621555405215
5.05,60,93.0020817277413,42.9246253511465,72.518202849949
5.10000000000001,60,92.4569618602243,42.9956065106329,72.7704224094496
5.15000000000001,60,91.9135827295323,43.0669152633617,73.0188337181066
5.2,60,91.3720482900035,43.1385420499925,73.2634568143546
5.25,60,90.8324564955749,43.2104774262445,73.5043122400342
5.3,60,90.2948995791201,43.2827120621573,73.7414210061787
5.35000000000001,60,89.7594643198304,43.3552367413138,73.974804560458
5.40000000000001,60,89.2262322991132,43.4280423600289,74.204484756207
5.45,60,88.695280145466,43.5011199265068,74.4304838229678
5.5,60,88.1666797687651,43.5744605599707,74.6528243384797
5.55,60,87.6404985843959,43.6480554897665,74.8715292020525
5.60000000000001,60,87.1167997276325,43.7218960544444,75.0866216092614
5.65000000000001,60,86.5956422586613,43.7959737008201,75.2981250279044
5.7,60,86.0770813586269,43.8702799830184,75.5060631751666
5.75,60,85.5611685170683,43.9448065615002,75.7104599959357
5.8,60,85.0479517110951,44.0195452020777,75.9113396422182
5.85000000000001,60,84.5374755766432,44.0944877749157,76.1087264536054
5.90000000000001,60,84.0297815721346,44.1696262535248,76.3026449387426
5.95,60,83.5249081348567,44.2449527137453,76.4931197577548
6,60,83.0228908303603,44.3204593327242,76.6801757055861
6.05,60,82.5237624951678,44.3961383878881,76.8638376962101
6.10000000000001,60,82.0275533730698,44.4719822559108,77.044130747672
6.15000000000001,60,81.5342912452768,44.5479834116791,77.2210799679236
6.2,60,81.0440015546851,44.6241344272566,77.3947105414138
6.25,60,80.5567075245044,44.7004279708474,77.5650477164013
6.3,60,80.0724302714821,44.7768568057603,77.7321167929533
6.35000000000001,60,79.591188913958,44.8534137893747,77.8959431116009
6.40000000000001,60,79.1130006749614,44.930091872108,78.056552042617
6.45,60,78.6378809805682,45.0068840963876,78.213968975891
6.5,60,78.1658435537166,45.0837835956259,78.3682193113682
6.55,60,77.6969005036755,45.1607835932,78.5193284500306
6.60000000000001,60,77.2310624113549,45.2378774014368,78.6673217853907
6.65000000000001,60,76.7683384106324,45.3150584206044,78.8122246954743
6.7,60,76.308736265872,45.3923201379087,78.9540625352698
6.75,60,75.8522624457993,45.4696561264981,79.0928606296198
6.8,60,75.398922193887,45.5470600444749,79.2286442665348
6.85000000000001,60,74.9487195954085,45.6245256339143,79.3614386909079
6.90000000000001,60,74.5016576413004,45.7020467198918,79.49126909861
6.95,60,74.0577382889749,45.7796172095192,79.6181606309489
7,60,73.6169625202175,45.8572310909884,79.7421383694717
7.05,60,73.1793303962945,45.9348824326256,79.8632273310955
7.10000000000001,60,72.7448411103967,46.0125653819533,79.9814524635482
7.15000000000001,60,72.3134930375361,46.0902741647629,80.096838641106
7.2,60,71.8852837820073,46.1680030841964,80.20941066061
7.25,60,71.4602102225244,46.2457465198377,80.31919323775
7.3,60,71.038268555134,46.3234989268147,80.4262110036004
7.35000000000001,60,70.6194543340063,46.4012548349106,80.5304885013958
7.40000000000001,60,70.2037625101985,46.4790088476858,80.6320501835339
7.45,60,69.7911874684815,46.5567556416101,80.730920408794
7.5,60,69.3817230623173,46.6344899652053,80.8271234397586
7.55,60,68.9753626470724,46.7122066381979,80.9206834404302
7.60000000000001,60,68.5720991115431,46.7899005506826,81.0116244740292
7.65000000000001,60,68.1719249078755,46.867566662296,81.0999705009667
7.7,60,67.7748320799474,46.9452000014013,81.1857453769802
7.75,60,67.3808122902882,47.0227956642823,81.268972851425
7.8,60,66.9898568455995,47.1003488143497,81.3496765657121
7.85000000000001,60,66.6019567209416,47.177854681356,81.4278800518848
7.90000000000001,60,66.2171025826521,47.2553085606219,81.5036067313256
7.95,60,65.8352848100487,47.3327058122734,81.5768799135873
8,60,65.4564935159766,47.4100418604879,81.6477227953406
8.05,60,65.0807185662549,47.4873121927519,81.716158459431
8.10000000000001,60,64.7079495980725,47.5645123591283,81.7822098740403
8.15000000000001,60,64.3381760373819,47.6416379715341,81.8458998919448
8.2,60,63.9713871153401,47.7186847030278,81.9072512498656
8.25,60,63.6075718838404,47.7956482871075,81.9662865679061
8.3,60,63.2467192301795,47.8725245170183,82.0230283490694
8.35000000000001,60,62.8888178908993,47.9493092450696,82.0774989788529
8.40000000000001,60,62.5338564648459,48.0259983819629,82.1297207249145
8.45,60,62.1818234254804,48.102587896128,82.1797157368057
8.5,60,61.8327071324786,48.1790738130698,82.2275060457677
8.55,60,61.4864958426555,48.2554522147243,82.2731135645865
8.60000000000001,60,61.1431777202457,48.3317192388235,82.316560087503
8.65000000000001,60,60.8027408465723,48.4078710782701,82.3578672901751
8.7,60,60.4651732291334,48.483903980521,82.3970567296868
8.75,60,60.1304628101357,48.5598142469801,82.434149844603
8.8,60,59.7985974745028,48.6355982323994,82.469167955066
8.85000000000001,60,59.4695650573827,48.7112523442901,82.5021322629298
8.90000000000001,60,59.1433533511833,48.7867730423407,82.5330638519318
8.95,60,58.819950112154,48.8621568378453,82.5619836878962
9,60,58.4993430665426,48.9374002931393,82.5889126189697
9.05,60,58.181519916343,49.0125000210436,82.6138713758849
9.10000000000001,60,57.8664683446611,49.0874526843177,82.6368805722499
9.15000000000001,60,57.5541760207128,49.1622549951197,82.6579607048622
9.2,60,57.2446306044756,49.2369037144751,82.6771321540449
9.25,60,56.9378197510127,49.3113956517539,82.6944151840026
9.3,60,56.6337311144854,49.3857276641536,82.7098299431961
9.35000000000001,60,56.3323523518705,49.4598966561924,82.7233964647338
9.40000000000001,60,56.0336711263986,49.5338995792072,82.7351346667778
9.45,60,55.737675110728,49.6077334308616,82.7450643529642
9.5,60,55.4443519898685,49.6813952546586,82.7532052128355
9.55,60,55.1536894638695,49.7548821394629,82.7595768222832
9.60000000000001,60,54.8656752502838,49.8281912190281,82.7641986440008
9.65000000000001,60,54.5802970864199,49.9013196715324,82.7670900279448
9.7,60,54.2975427313963,49.9742647191201,82.7682702118033
9.75,60,54.0173999680058,50.0470236274505,82.76775832147
9.8,60,53.7398566044037,50.1195937052526,82.7655733715248
9.85000000000001,60,53.4649004756273,50.1919723038871,82.7617342657175
9.90000000000001,60,53.1925194449588,50.2641568169144,82.7562597974557
9.95,60,52.9227014051389,50.3361446796682,82.749168650295
10,60,52.6554342794405,50.4079333688366,82.7404793984311
10.05,60,52.3907060226116,50.479520402048,82.7302105071934
10.1,60,52.1285046216945,50.5509033374635,82.7183803335385
10.15,60,51.868818096728,50.6220797733751,82.7050071265444
10.2,60,51.6116345013427,50.6930473478095,82.6901090279034
10.25,60,51.3569419232527,50.7638037381373,82.673704072414
10.3,60,51.1047284846528,50.8343466606884,82.6558101884709
10.35,60,50.8549823425253,50.9046738703719,82.6364451985532
10.4,60,50.6076916888655,50.9747831603021,82.6156268197099
10.45,60,50.3628447508267,51.044672361429,82.5933726640418
10.5,60,50.1204297907941,51.1143393421747,82.5697002391811
10.55,60,49.8804351063923,51.1837820080744,82.5446269487665
10.6,60,49.6428490304274,51.2529983014219,82.5181700929144
10.65,60,49.4076599307724,51.3219862009208,82.4903468686864
10.7,60,49.1748562101989,51.3907437213398,82.4611743705512
10.75,60,48.9444263061596,51.4592689131733,82.4306695908432
10.8,60,48.7163586905209,51.5275598623053,82.3988494202146
10.85,60,48.4906418692596,51.5956146896795,82.3657306480836
10.9,60,48.2672643821157,51.6634315509725,82.3313299630765
10.95,60,48.0462148022108,51.7310086362715,82.2956639534644
11,60,47.8274817356358,51.7983441697571,82.2587491075951
11.05,60,47.6110538210076,51.8654364093888,82.220601814318
11.1,60,47.396919728999,51.9322836465959,82.1812383634044
11.15,60,47.1850681618466,51.9988842059718,82.1406749459612
11.2,60,46.9754878528336,52.0652364449718,82.0989276548385
11.25,60,46.7681675657585,52.1313387536157,82.0560124850322
11.3,60,46.5630960943808,52.1971895541932,82.0119453340795
11.35,60,46.3602622618579,52.2627873009735,81.9667420024483
11.4,60,46.1596549201656,52.3281304799184,81.9204181939219
11.45,60,45.9612629495084,52.3932176083991,81.8729895159754
11.5,60,45.7650752577206,52.4580472349159,81.8244714801482
11.55,60,45.5710807796613,52.5226179388217,81.7748795024087
11.6,60,45.3792684766021,52.5869283300493,81.7242289035137
11.65,60,45.1896273356096,52.6509770488408,81.6725349093621
11.7,60,45.0021463689285,52.7147627654809,81.6198126513416
11.75,60,44.8168146133585,52.7782841800337,81.5660771666699
11.8,60,44.6336211296334,52.8415400220815,81.5113433987307
11.85,60,44.4525550018009,52.9045290504677,81.4556261974025
11.9,60,44.2736053366038,52.9672500530416,81.3989403193822
11.95,60,44.0967612628625,53.0297018464072,81.3413004285037
12,60,43.9220119308643,53.0918832756735,81.2827210960493
12.05,60,43.7493465117552,53.1537932142087,81.2232168010566
12.1,60,43.5787541969371,53.2154305633967,81.16280193062
12.15,60,43.4102241974721,53.2767942523957,81.1014907801856
12.2,60,43.243745743494,53.3378832379004,81.0392975538419
12.25,60,43.0793080836258,53.398696503906,80.976236364605
12.3,60,42.9169004844079,53.4592330614745,80.9123212346981
12.35,60,42.7565122297337,53.5194919485044,80.8475660958264
12.4,60,42.5981326202937,53.5794722295017,80.7819847894467
12.45,60,42.4417509730313,53.6391729953539,80.7155910670329
12.5,60,42.2873566206086,53.6985933631057,80.6483985903354
12.55,60,42.1349389108816,53.7577324757377,80.5804209316371
12.6,60,41.9844872063888,53.8165895019466,80.511671574004
12.65,60,41.8359908838477,53.8751636359277,80.4421639115318
12.7,60,41.6894393336681,53.9334540971596,80.371911249588
12.75,60,41.544821959473,53.9914601301908,80.3009268050493
12.8,60,41.4021281776345,54.0491810044283,80.2292237065361
12.85,60,41.2613474168209,54.1066160139286,80.1568149946415
12.9,60,41.1224691175575,54.1637644771896,80.0837136221574
12.95,60,40.9854827317999,54.2206257369451,80.0099324542962
13,60,40.8503777225218,54.2771991599613,79.9354842689096
13.05,60,40.7171435633131,54.3334841368345,79.8603817567028
13.1,60,40.5857697379943,54.3894800817906,79.7846375214458
13.15,60,40.456245740244,54.445186432487,79.7082640801817
13.2,60,40.3285610732381,54.5006026498149,79.631273863431
13.25,60,40.2027052493053,54.5557282177048,79.553679215393
13.3,60,40.0786677895952,54.6105626429319,79.4754923941451
13.35,60,39.9564382237591,54.6651054549248,79.3967255718373
13.4,60,39.8360060896459,54.7193562055738,79.317390834886
13.45,60,39.7173609330122,54.7733144690427,79.2375001841638
13.5,60,39.6004923072453,54.8269798415803,79.1570655351869
13.55,60,39.4853897731001,54.8803519413345,79.0760987183007
13.6,60,39.3720428984497,54.933430408167,78.9946114788621
13.65,60,39.2604412580508,54.98621490347,78.9126154774203
13.7,60,39.1505744333216,55.0387051099836,78.8301222898953
13.75,60,39.0424320121343,55.0909007316152,78.747143407754
13.8,60,38.9360035886192,55.1428014932594,78.6636902381851
13.85,60,38.8312787629848,55.1944071406195,78.5797741042714
13.9,60,38.7282471413511,55.2457174400304,78.4954062451606
13.95,60,38.6268983355932,55.2967321782822,78.4105978162351
14,60,38.5272219632031,55.3474511624455,78.3253598892796
14.05,60,38.4292076471602,55.3978742196973,78.2397034526474
14.1,60,38.3328450158162,55.4480011971483,78.1536394114257
14.15,60,38.2381237027952,55.4978319616709,78.0671785875992
14.2,60,38.1450333469033,55.5473663997292,77.9803317202133
14.25,60,38.0535635920527,55.5966044172085,77.8931094655356
14.3,60,37.9637040871981,55.6455459392473,77.8055223972167
14.35,60,37.8754444862854,55.6941909100692,77.7175810064503
14.4,60,37.7887744482129,55.7425392928165,77.6292957021328
14.45,60,37.7036836368039,55.7905910693839,77.5406768110211
14.5,60,37.6201617207932,55.838346240254,77.4517345778916
14.55,60,37.5381983738228,55.8858048243331,77.3624791656974
14.6,60,37.4577832744522,55.9329668587881,77.2729206557253
14.65,60,37.3789061061775,55.9798323988838,77.1830690477532
14.7,60,37.3015565574647,56.0264015178221,77.0929342602065
14.75,60,37.2257243217917,56.0726743065806,77.0025261303149
14.8,60,37.151399097703,56.1186508737529,76.9118544142689
14.85,60,37.0785705888752,56.1643313453897,76.8209287873763
14.9,60,37.0072285041927,56.2097158648399,76.729758844219
14.95,60,36.9373625578347,56.2548045925933,76.6383540988099
15,60,36.8689624693721,56.2995977061236,76.54672398475
15.05,60,36.8020179638763,56.3440953997318,76.4548778553861
15.1,60,36.7365187720341,56.3882978843909,76.3628249839685
15.15,60,36.6724546302777,56.432205387591,76.2705745638096
15.2,60,36.6098152809225,56.4758181531847,76.1781357084427
15.25,60,36.5485904723112,56.5191364412337,76.085517451782
15.3,60,36.4887699589743,56.5621605278559,75.9927287482823
15.35,60,36.4303435017927,56.6048907050727,75.8997784731007
15.4,60,36.3733008681746,56.6473272806572,75.8066754222581
15.45,60,36.3176318322391,56.6894705779832,75.7134283128023
15.5,60,36.2633261750084,56.7313209358741,75.6200457829715
15.55,60,36.2103736846104,56.7728787084534,75.5265363923592
15.6,60,36.1587641564868,56.8141442649944,75.4329086220802
15.65,60,36.108487393613,56.8551179897718,75.3391708749372
15.7,60,36.0595332067238,56.8958002819126,75.2453314755897
15.75,60,36.0118914145471,56.9361915552486,75.1513986707227
15.8,60,35.965551844046,56.9762922381686,75.0573806292177
15.85,60,35.9205043306685,57.0161027734713,74.9632854423253
15.9,60,35.8767387186053,57.055623618219,74.8691211238379
15.95,60,35.8342448610525,57.0948552435914,74.7748956102654
16,60,35.7930126204843,57.1337981347398,74.6806167610111
16.05,60,35.7530318689303,57.1724527906425,74.5862923585503
16.1,60,35.7142924882601,57.2108197239593,74.4919301086098
16.15,60,35.6767843704765,57.2488994608879,74.3975376403487
16.2,60,35.6404974180123,57.2866925410197,74.3031225065423
16.25,60,35.605421544034,57.3241995171964,74.2086921837661
16.3,60,35.5715466727526,57.3614209553671,74.1142540725828
16.35,60,35.53886273974,57.3983574344456,74.0198154977301
16.4,60,35.5073596922506,57.4350095461684,73.9253837083116
16.45,60,35.4770274895489,57.4713778949525,73.8309658779884
16.5,60,35.4478561032413,57.5074630977543,73.7365691051732
16.55,60,35.4198355176148,57.5432657839285,73.6422004132263
16.6,60,35.3929557299807,57.5787865950875,73.5478667506536
16.65,60,35.3672067510213,57.6140261849609,73.4535749913069
16.7,60,35.3425786051433,57.648985219256,73.3593319345855
16.75,60,35.3190613308354,57.6836643755179,73.2651443056405
16.8,60,35.2966449810287,57.7180643429902,73.1710187555815
16.85,60,35.2753196234643,57.7521858224769,73.0769618616844
16.9,60,35.2550753410615,57.786029526203,72.9829801276027
16.95,60,35.2359022322927,57.8195961776773,72.8890799835797
17,60,35.2177904115609,57.8528865115537,72.7952677866641
17.05,60,35.2007300095805,57.8859012734948,72.7015498209267
17.1,60,35.1847111737629,57.918641220034,72.6079322976808
17.15,60,35.1697240686032,57.951107118439,72.514421355703
17.2,60,35.1557588760724,57.9832997465758,72.4210230614582
17.25,60,35.1428057960106,58.015219892772,72.3277434093258
17.3,60,35.1308550465236,58.0468683556818,72.2345883218284
17.35,60,35.1198968643837,58.0782459441499,72.1415636498634
17.4,60,35.1099215054302,58.1093534770772,72.0486751729359
17.45,60,35.100919244975,58.1401917832852,71.9559285993954
17.5,60,35.0928803782072,58.1707617013826,71.8633295666734
17.55,60,35.0857952206048,58.2010640796306,71.770883641525
17.6,60,35.0796541083425,58.2310997758093,71.6785963202711
17.65,60,35.074447398704,58.2608696570846,71.5864730290451
17.7,60,35.0701654704971,58.2903745998749,71.4945191240399
17.75,60,35.0667987244685,58.3196154897183,71.4027398917591
17.8,60,35.0643375837199,58.3485932211406,71.3111405492697
17.85,60,35.0627724941261,58.3773086975231,71.2197262444574
17.9,60,35.0620939247529,58.4057628309708,71.1285020562847
17.95,60,35.0622923682783,58.4339565421809,71.0374729950511
18,60,35.0633583414116,58.4618907603124,70.9466440026556
18.05,60,35.0652823853137,58.4895664228548,70.8560199528625
18.1,60,35.06805506602,58.5169844754979,70.7656056515685
18.15,60,35.0716669748611,58.5441458720022,70.6754058370733
18.2,60,35.0761087288844,58.5710515740687,70.5854251803522
18.25,60,35.0813709712771,58.5977025512101,70.4956682853308
18.3,60,35.0874443717856,58.6240997806215,70.406139689163
18.35,60,35.0943196271396,58.6502442470522,70.3168438625106
18.4,60,35.1019874614712,58.676136942677,70.227785209826
18.45,60,35.1104386267374,58.7017788669689,70.1389680696367
18.5,60,35.1196639031379,58.7271710265711,70.050396714833
18.55,60,35.1296540995353,58.7523144351703,69.9620753529574
18.6,60,35.1404000538745,58.7772101133697,69.8740081264966
18.65,60,35.1518926335973,58.8018590885627,69.7861991131764
18.7,60,35.1641227360613,58.8262623948068,69.6986523262579
18.75,60,35.1770812889524,58.8504210726984,69.6113717148375
18.8,60,35.1907592506999,58.874336169247,69.5243611641479
18.85,60,35.2051476108875,58.8980087377507,69.4376244958622
18.9,60,35.2202373906639,58.9214398376719,69.3511654684003
18.95,60,35.2360196431513,58.9446305345129,69.2649877772373
19,60,35.2524854538507,58.9675818996924,69.1790950552142
19.05,60,35.2696259410498,58.9902950104226,69.0934908728515
19.1,60,35.2874322562211,59.012770949586,69.0081787386643
19.15,60,35.3058955844255,59.0350108056131,68.9231620994796
19.2,60,35.3250071447094,59.0570156723606,68.8384443407569
19.25,60,35.3447581904992,59.0787866489895,68.7540287869095
19.3,60,35.365140009995,59.1003248398447,68.6699187016291
19.35,60,35.3861439265605,59.1216313543335,68.5861172882122
19.4,60,35.4077612991106,59.1427073068059,68.5026276898882
19.45,60,35.4299835224966,59.1635538164347,68.4194529901506
19.5,60,35.4528020278862,59.1841720070963,68.3365962130891
19.55,60,35.4762082831431,59.2045630072516,68.2540603237245
19.6,60,35.5001937932022,59.2247279498278,68.1718482283459
19.65,60,35.5247501004411,59.2446679721004,68.0899627748487
19.7,60,35.5498687850492,59.2643842155758,68.008406753076
19.75,60,35.5755414653924,59.2838778258743,67.927182895161
19.8,60,35.6017597983754,59.3031499526137,67.8462938758715
19.85,60,35.6285154797983,59.3222017492933,67.7657423129567
19.9,60,35.6558002447119,59.3410343731785,67.6855307674953
19.95,60,35.6836058677669,59.3596489851853,67.6056617442459
20,60,35.7119241635609,59.3780467497669,67.5261376919988
20.05,60,35.7407469869802,59.3962288347985,67.44696100393
20.1,60,35.7700662335384,59.414196411465,67.3681340179562
20.15,60,35.7998738397106,59.4319506541473,67.2896590170927
20.2,60,35.8301617832621,59.4494927403104,67.2115382298118
20.25,60,35.8609220835735,59.4668238503913,67.1337738304035
20.3,60,35.8921468019642,59.4839451676881,67.0563679393375
20.35,60,35.9238280420053,59.5008578782487,66.9793226236268
20.4,60,35.9559579498332,59.5175631707614,66.9026398971933
20.45,60,35.9885287144575,59.5340622364445,66.8263217212342
20.5,60,36.0215325680612,59.550356268938,66.7503700045901
20.55,60,36.0549617863006,59.5664464641947,66.6747866041151
20.6,60,36.0888086885959,59.5823340203724,66.5995733250471
20.65,60,36.1230656384214,59.5980201377267,66.5247319213807
20.7,60,36.1577250435856,59.6135060185046,66.450264096241
20.75,60,36.1927793565122,59.6287928668378,66.3761715022576
20.8,60,36.2282210745091,59.6438818886377,66.3024557419421
20.85,60,36.2640427400389,59.6587742914905,66.2291183680644
20.9,60,36.3002369409796,59.6734712845528,66.1561608840319
20.95,60,36.3367963108832,59.6879740784482,66.0835847442689
21,60,36.3737135292247,59.7022838851639,66.0113913545976
21.05,60,36.4109813216501,59.7164019179491,65.9395820726196
21.1,60,36.448592460218,59.7303293912123,65.868158208099
21.15,60,36.4865397636336,59.7440675204214,65.7971210233459
21.2,60,36.5248160974784,59.7576175220021,65.7264717336014
21.25,60,36.5634143744354,59.7709806132392,65.6562115074233
21.3,60,36.6023275545079,59.7841580121769,65.5863414670718
21.35,60,36.6415486452316,59.7971509375205,65.5168626888978
21.4,60,36.6810707018823,59.809960608539,65.44777620373
21.45,60,36.7208868276779,59.8225882449674,65.3790829972641
21.5,60,36.760990173974,59.8350350669111,65.3107840104523
21.55,60,36.8013739404539,59.8473022947498,65.2428801398929
21.6,60,36.8420313753134,59.8593911490423,65.1753722382212
21.65,60,36.8829557754386,59.871302850433,65.1082611145007
21.7,60,36.9241404865789,59.8830386195575,65.0415475346149
21.75,60,36.9655789035132,59.8945996769503,64.9752322216593
21.8,60,37.007264470212,59.9059872429525,64.909315856334
21.85,60,37.0491906799902,59.9172025376202,64.8437990773367
21.9,60,37.0913510756583,59.9282467806343,64.7786824817563
21.95,60,37.1337392496636,59.9391211912101,64.7139666254662
22,60,37.176348844227,59.9498269880082,64.6496520235181
22.05,60,37.2191735514763,59.9603653890462,64.5857391505368
22.1,60,37.2622071135686,59.9707376116109,64.5222284411136
22.15,60,37.3054433228103,59.9809448721712,64.4591202902012
22.2,60,37.3488760217703,59.990988386292,64.3964150535084
22.25,60,37.3924991033871,60.0008693685488,64.3341130478941
22.3,60,37.4363065110675,60.0105890324428,64.2722145517623
22.35,60,37.4802922387853,60.0201485903173,64.2107198054565
22.4,60,37.5244503311664,60.0295492532741,64.1496290116541
22.45,60,37.5687748835737,60.0387922310917,64.0889423357609
22.5,60,37.6132600421828,60.0478787321431,64.028659906305
22.55,60,37.6579000040543,60.0568099633153,63.968781815331
22.6,60,37.7026890171969,60.0655871299293,63.9093081187937
22.65,60,37.7476213806265,60.0742114356607,63.8502388369515
22.7,60,37.7926914444187,60.0826840824613,63.7915739547594
22.75,60,37.8378936097573,60.0910062704816,63.733313422262
22.8,60,37.8832223289723,60.0991791979937,63.6754571549857
22.85,60,37.928672105577,60.1072040613154,63.6180050343306
22.9,60,37.9742374942952,60.1150820547349,63.5609569079617
22.95,60,38.0199131010858,60.1228143704362,63.5043125902005
23,60,38.0656935831589,60.1304021984259,63.4480718624143
23.05,60,38.1115736489865,60.13784672646,63.3922344734068
23.1,60,38.1575480583082,60.1451491399718,63.3368001398065
23.15,60,38.203611622132,60.1523106220012,63.2817685464555
23.2,60,38.2497592027256,60.1593323531239,63.2271393467969
23.25,60,38.2959857136068,60.1662155113819,63.172912163262
23.3,60,38.3422861195229,60.1729612722151,63.1190865876559
23.35,60,38.3886554364296,60.1795708083929,63.0656621815431
23.4,60,38.4350887314607,60.1860452899477,63.0126384766318
23.45,60,38.4815811228934,60.192385884108,62.9600149751573
23.5,60,38.5281277801069,60.1985937552336,62.9077911502646
23.55,60,38.5747239235378,60.2046700647506,62.8559664463897
23.6,60,38.6213648246276,60.2106159710879,62.8045402796403
23.65,60,38.6680458057656,60.2164326296141,62.7535120381752
23.7,60,38.7147622402258,60.2221211925755,62.7028810825825
23.75,60,38.7615095521,60.2276828090348,62.652646746257
23.8,60,38.8082832162241,60.2331186248109,62.6028083357759
23.85,60,38.8550787580976,60.238429782419,62.553365131274
23.9,60,38.9018917538024,60.2436174210122,62.5043163868173
23.95,60,38.9487178299115,60.248682676323,62.4556613307749
24,60,38.9955526633945,60.2536266806072,62.4073991661905
24.05,60,39.0423919815199,60.2584505625867,62.3595290711517
24.1,60,39.0892315617474,60.2631554473947,62.3120501991588
24.15,60,39.1360672316199,60.267742456521,62.2649616794914
24.2,60,39.182894868649,60.2722127077582,62.2182626175738
24.25,60,39.2297104001941,60.2765673151488,62.1719520953394
24.3,60,39.2765098033385,60.2808073889335,62.1260291715928
24.35,60,39.3232891047595,60.2849340354995,62.0804928823715
24.4,60,39.3700443805943,60.2889483573305,62.0353422413044
24.45,60,39.4167717563007,60.2928514529569,61.9905762399707
24.5,60,39.4634674065144,60.2966444169073,61.9461938482555
24.55,60,39.510127554899,60.3003283396604,61.9021940147045
24.6,60,39.5567484739947,60.3039043075984,61.8585756668776
24.65,60,39.6033264850602,60.3073734029603,61.8153377116991
24.7,60,39.6498579579105,60.3107367037965,61.7724790358083
24.75,60,39.696339310752,60.3139952839248,61.7299985059068
24.8,60,39.7427670100108,60.3171502128861,61.6878949691044
24.85,60,39.7891375701583,60.3202025559017,61.6461672532639
24.9,60,39.8354475535329,60.3231533738312,61.6048141673427
24.95,60,39.8816935701554,60.3260037231313,61.5638345017342
25,60,39.9278722775436,60.3287546558151,61.5232270286061
25.05,60,39.9739803805201,60.3314072194127,61.4829905022369
25.1,60,40.0200146310181,60.3339624569324,61.4431236593514
25.15,60,40.0659718278807,60.3364214068224,61.4036252194532
25.2,60,40.1118488166609,60.3387851029337,61.3644938851559
25.25,60,40.1576424894119,60.3410545744839,61.3257283425117
25.3,60,40.2033497844795,60.3432308460213,61.287327261339
25.35,60,40.2489676862877,60.3453149373903,61.2492892955469
25.4,60,40.294493225121,60.3473078636971,61.211613083458
25.45,60,40.3399234769034,60.349210635277,61.1742972481297
25.5,60,40.385255562975,60.3510242576612,61.1373403976727
25.55,60,40.430486649864,60.3527497315459,61.1007411255676
25.6,60,40.4756139490556,60.3543880527611,61.0644980109795
25.65,60,40.5206347167599,60.3559402122402,61.0286096190705
25.7,60,40.5655462536719,60.3574071959913,60.9930745013095
25.75,60,40.6103459047335,60.3587899850684,60.9578911957809
25.8,60,40.6550310588899,60.3600895555433,60.9230582274902
25.85,60,40.6995991488435,60.3613068784791,60.8885741086673
25.9,60,40.7440476508048,60.3624429199036,60.8544373390687
25.95,60,40.78837408424,60.3634986407841,60.820646406276
26,60,40.832576011619,60.3644749970022,60.7871997859935
26.05,60,40.8766510381552,60.3653729393303,60.7540959423422
26.1,60,40.9205968115487,60.366193413408,60.721333328153
26.15,60,40.9644110217218,60.3669373597199,60.6889103852566
26.2,60,41.0080914005564,60.3676057135734,60.6568255447709
26.25,60,41.0516357216264,60.3681994050781,60.6250772273874
26.3,60,41.0950417999278,60.3687193591251,60.5936638436536
26.35,60,41.1383074916079,60.3691664953675,60.5625837942547
26.4,60,41.1814306936923,60.3695417282019,60.5318354702915
26.45,60,41.2244093438079,60.3698459667496,60.501417253557
26.5,60,41.2672414199056,60.3700801148394,60.4713275168104
26.55,60,41.3099249399815,60.370245070991,60.441564624048
26.6,60,41.3524579617946,60.3703417283987,60.4121269307732
26.65,60,41.3948385825832,60.3703709749162,60.3830127842625
26.7,60,41.4370649387805,60.3703336930416,60.3542205238304
26.75,60,41.4791352057272,60.3702307599038,60.3257484810908
26.8,60,41.5210475973835,60.3700630472487,60.2975949802174
26.85,60,41.5628003660384,60.369831421427,60.2697583382002
26.9,60,41.6043918020192,60.3695367433818,60.2422368651004
